order_details_id,order_id,item_id
318,156,8
319,157,24
320,157,25
321,158,19
322,159,15
323,159,25
324,159,2
325,160,28
326,160,3
327,160,26
328,161,4
329,161,17
330,161,29
331,162,13
332,162,29
333,163,19
334,163,25
335,164,29
336,165,23
337,165,2
338,166,5
339,166,4
340,167,26
341,167,8
342,167,30
343,168,14
344,168,16
345,169,16
346,169,17
347,170,20
348,170,6
349,171,23
350,171,24
351,171,30
352,172,29
353,172,30
354,172,27
355,173,2
356,173,29
357,173,23
358,173,19
359,174,31
360,175,26
361,176,8
362,177,6
363,177,5
364,178,30
365,178,25
366,179,22
367,180,26
368,180,15
369,180,22
370,180,30
371,181,13
372,181,18
373,182,23
374,182,9
375,183,13
376,184,29
377,185,7
378,185,13
379,185,31
380,185,5
381,186,9
382,187,13
383,188,13
384,188,3
385,188,11
386,188,22
387,189,5
388,190,27
389,190,3
390,191,5
391,192,28
392,192,23
393,192,25
394,193,20
395,193,19
396,193,8
397,194,11
398,195,24
399,195,25
400,196,29
401,196,3
402,197,8
403,197,25
404,197,26
405,198,14
406,198,22
407,199,19
408,199,27
409,200,2
410,201,13
411,201,4
412,202,28
413,202,2
414,202,10
415,203,6
416,204,25
417,205,25
418,205,1
419,205,5
420,206,25
421,206,30
422,206,29
423,207,9
424,207,24
425,207,26
426,208,28
427,208,23
428,209,4
429,209,2
430,210,27
431,210,9
432,210,18
433,211,18
434,212,26
435,212,2
436,213,27
437,213,11
438,214,16
439,214,13
440,214,5
441,214,30
442,215,13
443,216,8
444,216,20
445,217,27
446,217,18
447,218,9
448,219,9
449,219,10
450,220,22
451,220,10
452,221,30
453,221,32
454,222,14
455,222,11
456,223,25
457,224,14
458,224,24
459,225,28
460,225,26
461,226,4
462,227,31
463,227,16
464,227,17
465,227,20
466,228,32
467,229,13
468,229,17
469,230,2
470,230,31
471,231,13
472,231,19
473,231,14
474,232,13
475,233,23
476,234,1
477,234,8
478,235,5
479,235,26
480,236,18
481,236,29
482,237,22
483,237,16
484,237,2
485,237,13
486,238,27
487,238,24
488,239,10
489,239,6
490,239,29
491,240,16
492,240,5
493,240,4
494,241,11
495,241,9
496,241,31
497,241,12
498,242,24
499,242,27
500,243,11
501,244,27
502,244,11
503,244,13
504,245,7
505,246,27
506,246,12
507,247,20
508,248,29
509,248,11
510,248,25
511,248,8
512,249,9
513,250,2
514,250,20
515,250,26
516,250,9
517,251,9
518,251,5
519,252,5
520,252,19
521,252,28
522,253,18
523,253,29
524,253,8
525,254,26
526,255,21
527,255,3
528,255,28
529,255,26
530,256,25
531,256,17
532,257,29
533,258,22
534,258,21
535,258,28
536,259,25
537,259,6
538,260,2
539,260,6
540,260,30
541,261,17
542,261,8
543,262,20
544,263,22
545,263,24
546,264,4
547,265,2
548,266,13
549,266,28
550,267,13
551,268,17
552,268,20
553,268,26
554,269,13
555,269,15
556,270,25
557,270,28
558,270,14
559,271,10
560,271,17
561,272,25
562,273,20
563,273,11
564,274,8
565,275,8
566,275,5
567,276,31
568,276,22
569,276,25
570,277,11
571,277,32
572,278,13
573,279,17
574,280,1
575,280,9
576,281,14
577,281,29
578,282,17
579,282,31
580,283,23
581,284,14
582,284,23
583,284,5
584,285,11
585,285,3
586,286,8
587,286,29
588,286,18
589,287,4
590,287,25
591,288,13
592,288,4
593,288,22
594,289,10
595,289,29
596,290,25
597,291,1
598,292,2
599,292,13
600,292,9
601,293,5
602,294,19
603,294,30
604,294,12
605,295,9
606,295,8
607,296,26
608,297,4
609,297,5
610,297,27
611,298,26
612,299,25
613,299,30
614,299,6
615,300,20
616,300,2
617,301,2
618,302,21
619,303,10
620,304,13
621,304,23
622,305,26
623,305,23
624,305,20
625,306,17
626,306,4
627,306,30
628,307,3
629,307,23
630,308,28
631,308,5
632,308,18
633,308,6
634,309,8
635,309,14
636,310,17
637,310,16
638,310,10
639,310,28
640,311,8
641,311,5
642,311,6
643,311,9
644,312,9
645,312,2
646,313,2
647,313,14
648,313,22
649,314,24
650,314,28
651,314,17
652,315,18
653,315,11
654,315,15
655,316,9
656,316,14
657,316,8
658,317,28
659,317,31
660,318,2
661,318,22
662,319,31
663,319,5
664,320,18
665,320,6
666,320,28
667,321,22
668,322,5
669,322,26
670,323,28
671,324,31
672,324,6
673,325,9
674,325,14
675,326,23
676,326,8
677,327,27
678,328,23
679,328,13
680,328,19
681,328,27
682,329,22
683,329,2
684,330,22
685,330,13
686,331,17
687,331,32
688,331,4
689,332,22
690,333,32
691,334,24
692,334,18
693,335,4
694,335,31
695,335,22
696,336,12
697,336,6
698,336,9
699,337,28
700,338,15
701,338,22
702,339,11
703,339,23
704,339,30
705,340,9
706,340,30
707,340,4
708,341,24
709,341,18
710,342,24
711,342,26
712,342,23
713,343,9
714,343,3
715,344,18
716,345,4
717,346,13
718,346,29
719,347,7
720,347,13
721,348,16
722,349,13
723,349,18
724,350,27
725,351,16
726,351,32
727,352,12
728,353,32
729,353,2
730,353,18
731,354,10
732,354,14
733,355,5
734,355,8
735,356,22
736,356,16
737,357,13
738,357,2
739,358,4
740,359,11
741,359,17
742,360,10
743,361,13
744,361,9
745,361,20
746,362,9
747,362,19
748,362,2
749,363,24
750,364,4
751,364,30
752,364,25
753,364,29
754,365,15
755,366,11
756,366,20
757,367,19
758,367,30
759,367,12
760,368,8
761,368,22
762,368,2
763,368,14
764,369,13
765,369,22
766,369,7
767,370,22
768,371,26
769,372,14
770,372,8
771,373,13
772,374,18
773,374,14
774,374,6
775,375,13
776,376,4
777,376,27
778,376,21
779,376,13
780,377,20
781,377,6
782,378,15
783,378,5
784,378,22
785,379,20
786,379,27
787,380,16
788,380,20
789,381,27
790,382,26
791,382,19
792,383,13
793,383,18
794,384,21
795,384,18
796,385,2
797,385,25
798,385,12
799,386,8
800,386,12
801,387,31
802,387,28
803,388,27
804,388,10
805,388,8
806,389,8
807,389,28
808,390,28
809,391,13
810,392,13
811,393,14
812,393,26
813,394,19
814,394,26
815,395,17
816,395,22
817,395,13
818,396,26
819,396,21
820,397,24
821,397,12
822,397,27
823,397,26
824,398,28
825,399,28
826,399,22
827,399,23
828,399,5
829,400,13
830,401,7
831,401,22
832,402,9
833,402,27
834,403,13
835,403,28
836,404,9
837,404,28
838,405,26
839,406,18
840,406,30
841,407,15
842,407,1
843,407,9
844,408,24
845,409,13
846,409,8
847,410,5
848,410,13
849,411,17
850,411,23
851,411,9
852,411,25
853,412,14
854,412,3
855,413,9
856,413,12
857,413,23
858,414,7
859,414,32
860,415,2
861,416,26
862,417,13
863,417,17
864,417,28
865,418,19
866,418,8
867,419,30
868,419,15
869,419,22
870,420,32
871,421,29
872,421,28
873,421,24
874,422,27
875,423,29
876,423,8
877,423,25
878,423,20
879,424,11
880,425,3
881,426,18
882,426,26
883,426,3
884,426,28
885,427,20
886,428,16
887,428,17
888,429,19
889,429,5
890,430,17
891,431,15
892,431,18
893,432,17
894,432,32
895,433,2
896,433,4
897,433,9
898,434,14
899,434,22
900,434,9
901,435,17
902,435,8
903,435,12
904,435,30
905,436,22
906,436,25
907,436,13
908,437,15
909,438,28
910,438,15
911,438,14
912,439,15
913,439,21
914,440,17
915,440,30
916,440,19
917,441,23
918,442,28
919,442,18
920,442,5
921,442,16
922,443,19
923,444,31
924,445,24
925,446,29
926,447,30
927,447,14
928,448,23
929,448,25
930,449,18
931,450,20
932,450,24
933,450,27
934,451,29
935,451,26
936,452,16
937,453,17
938,453,25
939,453,22
940,453,10
941,454,9
942,454,31
943,455,8
944,455,17
945,455,25
946,456,14
947,456,28
948,457,22
949,457,1
950,458,9
951,459,8
952,460,2
953,461,14
954,462,17
955,462,25
956,463,9
957,463,24
958,463,4
959,464,17
960,464,24
961,465,9
962,466,2
963,467,18
964,467,11
965,468,8
966,469,15
967,469,29
968,470,27
969,470,26
970,471,20
971,472,5
972,472,13
973,472,8
974,473,2
975,473,5
976,473,30
977,473,22
978,474,8
979,474,2
980,475,29
981,476,31
982,476,12
983,477,31
984,477,2
985,477,19
986,478,9
987,478,26
988,478,3
989,479,15
990,480,2
991,480,6
992,480,31
993,480,19
994,481,18
995,482,1
996,482,10
997,482,8
998,482,22
999,483,23
1000,483,25
1001,484,13
1002,484,17
1003,485,3
1004,485,17
1005,485,5
1006,486,18
1007,486,29
1008,487,31
1009,488,10
1010,489,29
1011,489,13
1012,490,16
1013,490,14
1014,490,8
1015,491,30
1016,491,6
1017,491,27
1018,492,22
1019,492,9
1020,493,13
1021,493,4
1022,493,6
1023,494,22
1024,495,28
1025,495,14
1026,495,9
1027,496,12
1028,497,17
1029,497,8
1030,497,13
1031,497,21
1032,498,25
1033,499,4
1034,499,29
1035,500,9
1036,500,30
1037,501,14
1038,502,27
1039,502,11
1040,502,10
1041,503,14
1042,503,4
1043,503,26
1044,504,23
1045,505,18
1046,506,5
1047,506,23
1048,507,2
1049,507,18
1050,508,10
1051,508,23
1052,509,29
1053,510,30
1054,511,30
1055,511,12
1056,512,23
1057,512,25
1058,513,28
1059,514,3
1060,515,5
1061,515,6
1062,515,14
1063,516,14
1064,516,27
1065,517,30
1066,517,9
1067,518,7
1068,518,10
1069,519,5
1070,519,17
1071,519,6
1072,520,19
1073,521,15
1074,521,2
1075,522,23
1076,522,28
1077,523,19
1078,523,10
1079,523,27
1080,524,24
1081,524,15
1082,525,23
1083,526,14
1084,526,5
1085,526,22
1086,527,14
1087,527,27
1088,528,11
1089,529,12
1090,529,2
1091,530,14
1092,531,20
1093,531,25
1094,532,5
1095,532,6
1096,533,6
1097,533,16
1098,534,26
1099,534,30
1100,535,30
1101,535,23
1102,535,8
1103,536,29
1104,537,3
1105,537,12
1106,538,11
1107,538,9
1108,538,10
1109,538,12
1110,539,29
1111,539,13
1112,539,14
1113,539,8
1114,540,32
1115,541,22
1116,541,8
1117,541,25
1118,541,30
1119,542,31
1120,542,25
1121,543,3
1122,543,26
1123,544,25
1124,544,10
1125,545,18
1126,545,2
1127,545,14
1128,546,10
1129,546,4
1130,547,22
1131,547,18
1132,547,25
1133,547,4
1134,548,14
1135,548,9
1136,548,13
1137,549,2
1138,549,30
1139,550,9
1140,550,3
1141,551,2
1142,551,18
1143,552,17
1144,552,12
1145,552,22
1146,553,2
1147,553,13
1148,553,25
1149,553,8
1150,554,4
1151,555,7
1152,555,6
1153,555,10
1154,556,23
1155,557,24
1156,557,23
1157,558,14
1158,558,16
1159,558,2
1160,558,29
1161,559,29
1162,559,17
1163,560,17
1164,560,30
1165,561,3
1166,561,17
1167,561,8
1168,561,10
1169,562,14
1170,562,4
1171,562,25
1172,563,9
1173,563,28
1174,564,26
1175,564,24
1176,564,18
1177,565,23
1178,566,8
1179,567,14
1180,567,15
1181,567,6
1182,568,11
1183,568,27
1184,568,9
1185,569,8
1186,569,22
1187,570,16
1188,571,13
1189,571,14
1190,571,25
1191,572,4
1192,572,23
1193,573,26
1194,573,10
1195,574,7
1196,574,13
1197,575,4
1198,575,30
1199,576,26
1200,577,25
1201,578,11
1202,578,4
1203,579,26
1204,579,13
1205,580,8
1206,580,9
1207,581,20
1208,581,25
1209,581,19
1210,581,2
1211,582,18
1212,582,13
1213,583,19
1214,583,13
1215,583,22
1216,584,3
1217,584,29
1218,584,22
1219,585,27
1220,585,18
1221,586,9
1222,586,25
1223,586,20
1224,587,5
1225,587,13
1226,587,16
1227,588,3
1228,589,9
1229,589,23
1230,590,3
1231,590,13
1232,590,23
1233,591,13
1234,592,23
1235,592,32
1236,592,31
1237,592,16
1238,593,30
1239,594,11
1240,594,13
1241,594,26
1242,595,22
1243,595,14
1244,595,13
1245,596,29
1246,596,31
1247,596,26
1248,597,13
1249,597,22
1250,598,12
1251,599,24
1252,600,21
1253,600,15
1254,600,14
1255,601,9
1256,601,31
1257,601,29
1258,601,6
1259,602,13
1260,603,14
1261,604,9
1262,605,2
1263,606,4
1264,607,14
1265,607,9
1266,608,28
1267,608,5
1268,608,9
1269,609,18
1270,610,17
1271,610,22
1272,611,26
1273,611,13
1274,612,9
1275,612,11
1276,613,11
1277,613,18
1278,613,20
1279,614,29
1280,614,27
1281,614,23
1282,614,16
1283,615,29
1284,615,13
1285,615,32
1286,615,8
1287,616,19
1288,616,23
1289,617,5
1290,617,8
1291,617,4
1292,618,29
1293,618,24
1294,619,31
1295,619,24
1296,620,2
1297,620,6
1298,621,17
1299,621,12
1300,622,22
1301,622,27
1302,622,10
1303,623,20
1304,623,2
1305,624,15
1306,624,23
1307,624,12
1308,625,4
1309,625,5
1310,626,11
1311,627,26
1312,627,2
1313,627,30
1314,627,1
1315,628,24
1316,629,8
1317,629,14
1318,630,24
1319,631,31
1320,631,4
1321,631,18
1322,632,12
1323,632,30
1324,633,4
1325,633,32
1326,633,9
1327,634,2
1328,634,9
1329,634,19
1330,635,9
1331,635,4
1332,636,13
1333,637,8
1334,638,29
1335,638,31
1336,639,2
1337,639,25
1338,640,11
1339,641,14
1340,641,30
1341,642,22
1342,642,13
1343,642,29
1344,643,5
1345,643,23
1346,644,31
1347,645,27
1348,645,29
1349,645,30
1350,645,18
1351,646,18
1352,647,31
1353,647,25
1354,648,4
1355,648,17
1356,648,27
1357,648,14
1358,649,8
1359,649,7
1360,650,26
1361,651,26
1362,652,29
1363,652,2
1364,652,28
1365,653,10
1366,654,11
1367,654,4
1368,655,11
1369,655,26
1370,655,29
1371,656,8
1372,656,28
1373,657,8
1374,657,6
1375,657,7
1376,658,13
1377,658,17
1378,659,30
1379,659,11
1380,660,2
1381,661,10
1382,661,28
1383,661,22
1384,662,23
1385,663,2
1386,663,11
1387,664,8
1388,665,25
1389,666,8
1390,666,14
1391,666,25
1392,667,15
1393,668,23
1394,668,8
1395,669,18
1396,670,10
1397,670,13
1398,671,9
1399,671,30
1400,671,2
1401,671,21
1402,672,15
1403,673,24
1404,673,14
1405,673,4
1406,674,23
1407,675,7
1408,675,29
1409,675,27
1410,676,8
1411,677,26
1412,677,24
1413,677,4
1414,677,21
1415,678,13
1416,678,17
1417,678,14
1418,679,13
1419,679,12
1420,680,30
1421,681,22
1422,682,2
1423,682,23
1424,683,22
1425,683,23
1426,683,29
1427,683,19
1428,684,19
1429,684,18
1430,684,9
1431,685,16
1432,685,8
1433,686,10
1434,686,16
1435,686,17
1436,687,9
1437,687,10
1438,687,13
1439,688,26
1440,688,10
1441,688,32
1442,689,6
1443,689,24
1444,690,30
1445,690,13
1446,691,16
1447,692,13
1448,692,18
1449,693,15
1450,693,28
1451,693,11
1452,694,30
1453,695,4
1454,696,6
1455,696,2
1456,697,30
1457,698,13
1458,698,24
1459,699,5
1460,699,14
1461,699,28
1462,699,2
1463,700,32
1464,701,25
1465,701,14
1466,701,1
1467,702,19
1468,702,27
1469,703,18
1470,704,2
1471,704,28
1472,705,16
1473,705,13
1474,705,7
1475,705,2
1476,706,26
1477,706,22
1478,706,17
1479,706,15
1480,707,16
1481,707,3
1482,708,19
1483,709,13
1484,710,31
1485,711,11
1486,712,25
1487,712,19
1488,713,14
1489,713,31
1490,714,21
1491,714,31
1492,715,23
1493,715,18
1494,716,19
1495,717,2
1496,718,29
1497,718,5
1498,718,8
1499,719,28
1500,719,24
1501,720,24
1502,720,15
1503,721,17
1504,722,7
1505,722,2
1506,723,4
1507,723,15
1508,724,26
1509,725,21
1510,725,8
1511,726,18
1512,726,24
1513,727,16
1514,727,17
1515,728,10
1516,728,14
1517,728,9
1518,728,28
1519,729,20
1520,729,22
1521,730,18
1522,730,8
1523,731,13
1524,732,15
1525,732,5
1526,733,25
1527,733,27
1528,734,3
1529,734,13
1530,735,21
1531,736,13
1532,737,18
1533,738,18
1534,738,8
1535,738,9
1536,738,2
1537,739,9
1538,739,18
1539,740,2
1540,740,21
1541,741,17
1542,741,24
1543,742,13
1544,742,9
1545,742,27
1546,743,22
1547,744,19
1548,745,18
1549,746,15
1550,746,5
1551,747,6
1552,748,22
1553,748,8
1554,749,5
1555,749,9
1556,749,31
1557,750,5
1558,750,8
1559,750,14
1560,751,14
1561,751,29
1562,752,9
1563,753,22
1564,753,26
1565,754,27
1566,754,21
1567,755,11
1568,756,22
1569,756,23
1570,757,18
1571,757,14
1572,757,8
1573,758,22
1574,758,8
1575,758,21
1576,759,30
1577,760,22
1578,761,2
1579,761,19
1580,762,14
1581,762,3
1582,762,9
1583,763,25
1584,764,23
1585,764,13
1586,765,32
1587,765,8
1588,766,8
1589,766,18
1590,767,13
1591,767,26
1592,768,1
1593,768,17
1594,769,2
1595,769,18
1596,770,25
1597,771,29
1598,771,9
1599,772,25
1600,773,10
1601,774,25
1602,774,19
1603,774,9
1604,775,9
1605,776,5
1606,776,31
1607,777,17
1608,778,18
1609,779,13
1610,779,29
1611,780,5
1612,780,31
1613,781,28
1614,781,19
1615,781,13
1616,782,11
1617,782,17
1618,782,26
1619,782,29
1620,783,4
1621,784,2
1622,784,8
1623,784,14
1624,785,21
1625,785,28
1626,786,10
1627,786,30
1628,786,22
1629,787,10
1630,787,30
1631,788,10
1632,788,32
1633,788,1
1634,788,7
1635,789,9
1636,790,25
1637,790,20
1638,790,23
1639,791,9
1640,792,16
1641,793,24
1642,793,9
1643,793,10
1644,794,13
1645,795,30
1646,796,12
1647,796,30
1648,797,3
1649,797,22
1650,798,26
1651,798,9
1652,799,28
1653,799,3
1654,800,32
1655,800,12
1656,801,11
1657,801,3
1658,802,24
1659,803,7
1660,804,4
1661,805,3
1662,805,17
1663,806,11
1664,806,9
1665,806,27
1666,806,17
1667,807,11
1668,807,5
1669,807,8
1670,808,24
1671,808,2
1672,809,31
1673,809,19
1674,810,11
1675,810,14
1676,810,25
1677,811,21
1678,812,13
1679,813,7
1680,813,3
1681,814,24
1682,814,10
1683,815,4
1684,816,5
1685,816,22
1686,817,6
1687,817,19
1688,818,17
1689,818,10
1690,819,24
1691,820,17
1692,821,23
1693,821,29
1694,822,18
1695,822,10
1696,823,11
1697,824,5
1698,825,23
1699,826,10
1700,827,3
1701,828,21
1702,828,23
1703,828,14
1704,828,31
1705,829,17
1706,829,13
1707,830,18
1708,830,23
1709,831,8
1710,832,5
1711,832,22
1712,832,14
1713,833,30
1714,834,11
1715,834,9
1716,834,21
1717,834,5
1718,835,11
1719,835,26
1720,835,23
1721,835,18
1722,836,4
1723,837,17
1724,838,8
1725,838,13
1726,838,26
1727,839,7
1728,839,31
1729,840,17
1730,841,31
1731,841,24
1732,841,6
1733,842,9
1734,842,7
1735,842,13
1736,843,20
1737,843,32
1738,843,6
1739,844,11
1740,844,30
1741,844,31
1742,844,28
1743,845,17
1744,846,2
1745,846,14
1746,847,11
1747,847,5
1748,848,8
1749,848,32
1750,848,30
1751,848,22
1752,849,16
1753,849,23
1754,849,29
1755,850,29
1756,850,10
1757,850,31
1758,851,29
1759,851,16
1760,851,28
1761,852,14
1762,853,25
1763,853,27
1764,854,9
1765,855,2
1766,856,28
1767,856,2
1768,856,22
1769,857,19
1770,857,28
1771,857,31
1772,858,26
1773,859,5
1774,859,9
1775,859,14
1776,860,3
1777,861,22
1778,861,17
1779,862,16
1780,862,27
1781,863,30
1782,863,23
1783,863,9
1784,864,23
1785,864,8
1786,865,26
1787,865,7
1788,866,18
1789,866,29
1790,866,22
1791,866,31
1792,867,25
1793,867,14
1794,868,17
1795,868,15
1796,869,29
1797,869,9
1798,869,22
1799,870,14
1800,870,22
1801,870,4
1802,870,20
1803,871,9
1804,871,26
1805,872,22
1806,872,19
1807,873,11
1808,874,3
1809,874,1
1810,875,28
1811,875,22
1812,876,13
1813,876,23
1814,877,25
1815,877,10
1816,878,18
1817,879,29
1818,879,8
1819,880,13
1820,881,5
1821,881,3
1822,881,18
1823,881,2
1824,882,18
1825,882,3
1826,883,9
1827,883,13
1828,884,6
1829,884,13
1830,884,11
1831,885,26
1832,886,23
1833,886,24
1834,886,20
1835,887,4
1836,887,13
1837,888,12
1838,888,29
1839,889,29
1840,889,2
1841,889,13
1842,890,4
1843,890,9
1844,891,30
1845,891,9
1846,891,25
1847,892,2
1848,892,28
1849,892,24
1850,893,16
1851,894,29
1852,894,5
1853,895,5
1854,896,16
1855,896,26
1856,897,31
1857,897,32
1858,897,8
1859,898,22
1860,898,8
1861,898,26
1862,898,4
1863,899,14
1864,899,29
1865,900,26
1866,900,22
1867,900,18
1868,901,30
1869,902,14
1870,902,22
1871,903,28
1872,903,30
1873,903,5
1874,904,14
1875,904,11
1876,904,19
1877,904,9
1878,905,29
1879,905,8
1880,905,4
1881,906,30
1882,906,9
1883,907,29
1884,907,32
1885,907,17
1886,907,6
1887,908,26
1888,909,11
1889,909,31
1890,909,29
1891,910,2
1892,910,9
1893,911,4
1894,911,26
1895,911,9
1896,911,14
1897,912,13
1898,912,4
1899,913,2
1900,914,6
1901,915,9
1902,916,14
1903,916,5
1904,917,14
1905,918,18
1906,918,17
1907,919,20
1908,919,8
1909,920,18
1910,921,28
1911,922,5
1912,923,8
1913,924,16
1914,924,8
1915,925,10
1916,926,13
1917,927,2
1918,928,27
1919,929,2
1920,930,8
1921,931,13
1922,932,14
1923,932,10
1924,932,2
1925,932,15
1926,933,6
1927,933,22
1928,933,19
1929,934,25
1930,934,32
1931,935,22
1932,935,16
1933,936,3
1934,936,17
1935,936,25
1936,937,18
1937,937,19
1938,937,16
1939,938,27
1940,938,14
1941,939,24
1942,939,29
1943,940,8
1944,940,15
1945,940,22
1946,941,8
1947,942,17
1948,942,18
1949,943,21
1950,943,26
1951,944,17
1952,945,9
1953,946,9
1954,947,16
1955,947,30
1956,948,4
1957,948,24
1958,948,14
1959,949,10
1960,949,17
1961,949,29
1962,950,31
1963,951,13
1964,951,11
1965,952,9
1966,952,21
1967,953,28
1968,954,17
1969,954,20
1970,954,29
1971,955,32
1972,956,9
1973,956,13
1974,957,13
1975,958,10
1976,959,9
1977,960,4
1978,961,9
1979,961,30
1980,962,11
1981,963,14
1982,963,5
1983,964,15
1984,965,25
1985,965,8
1986,966,9
1987,966,3
1988,967,13
1989,967,22
1990,967,23
1991,968,22
1992,968,9
1993,968,30
1994,969,14
1995,969,30
1996,969,17
1997,970,13
1998,970,15
1999,971,28
2000,971,17
2001,971,26
2002,971,30
2003,972,23
2004,973,31
2005,973,26
2006,973,25
2007,974,2
2008,975,22
2009,975,2
2010,975,9
2011,976,20
2012,976,16
2013,976,31
2014,977,25
2015,977,10
2016,977,4
2017,977,14
2018,978,17
2019,978,2
2020,979,4
2021,979,29
2022,979,30
2023,979,32
2024,980,13
2025,980,4
2026,981,30
2027,981,6
2028,982,25
2029,982,10
2030,983,16
2031,983,23
2032,983,18
2033,983,13
2034,984,26
2035,985,16
2036,985,15
2037,985,2
2038,985,9
2039,986,25
2040,986,23
2041,987,8
2042,987,25
2043,988,5
2044,988,27
2045,989,25
2046,989,18
2047,990,16
2048,990,29
2049,991,26
2050,991,3
2051,992,25
2052,993,31
2053,994,4
2054,994,15
2055,995,28
2056,995,16
2057,996,5
2058,996,13
2059,997,10
2060,997,2
2061,998,5
2062,998,30
2063,998,22
2064,999,17
2065,1000,10
2066,1000,5
2067,1000,4
2068,1001,12
2069,1002,13
2070,1002,17
2071,1003,15
2072,1004,29
2073,1004,15
2074,1005,9
2075,1006,15
2076,1006,8
2077,1006,27
2078,1006,12
2079,1007,22
2080,1007,10
2081,1008,25
2082,1008,11
2083,1008,13
2084,1009,28
2085,1009,22
2086,1010,3
2087,1011,4
2088,1011,3
2089,1012,29
2090,1012,2
2091,1013,13
2092,1014,9
2093,1014,13
2094,1015,3
2095,1015,2
2096,1016,7
2097,1016,31
2098,1016,11
2099,1017,28
2100,1018,14
2101,1018,32
2102,1018,9
2103,1019,26
2104,1019,18
2105,1019,22
2106,1020,14
2107,1020,5
2108,1021,31
2109,1021,11
2110,1022,18
2111,1022,20
2112,1022,9
2113,1023,25
2114,1024,9
2115,1025,11
2116,1025,14
2117,1025,25
2118,1026,17
2119,1026,6
2120,1027,20
2121,1027,3
2122,1027,4
2123,1028,18
2124,1028,27
2125,1028,11
2126,1029,26
2127,1030,12
2128,1031,9
2129,1031,12
