order_id,order_date,order_time
279,2023-01-09,21:28:00
280,2023-01-09,11:56:00
281,2023-01-09,16:38:00
282,2023-01-09,11:14:00
283,2023-01-09,22:48:00
284,2023-01-09,20:36:00
285,2023-01-09,08:30:00
286,2023-01-09,21:58:00
287,2023-01-09,14:40:00
288,2023-01-09,18:30:00
289,2023-01-09,13:20:00
290,2023-01-09,19:21:00
291,2023-01-09,16:18:00
292,2023-01-09,21:52:00
293,2023-01-09,18:29:00
294,2023-01-09,13:20:00
295,2023-01-09,14:55:00
296,2023-01-09,18:42:00
297,2023-01-09,21:26:00
298,2023-01-09,13:39:00
299,2023-01-09,21:48:00
300,2023-01-09,13:35:00
301,2023-01-09,13:28:00
302,2023-01-09,21:07:00
303,2023-01-09,08:45:00
304,2023-01-09,11:35:00
305,2023-01-09,15:53:00
306,2023-01-09,21:07:00
307,2023-01-09,19:31:00
308,2023-01-09,20:32:00
309,2023-01-10,16:30:00
310,2023-01-10,12:24:00
311,2023-01-10,12:55:00
312,2023-01-10,14:21:00
313,2023-01-10,20:52:00
314,2023-01-10,09:53:00
315,2023-01-10,21:55:00
316,2023-01-10,14:22:00
317,2023-01-10,14:29:00
318,2023-01-10,19:44:00
319,2023-01-10,14:14:00
320,2023-01-10,21:02:00
321,2023-01-10,14:45:00
322,2023-01-10,21:24:00
323,2023-01-10,22:31:00
324,2023-01-10,22:32:00
325,2023-01-10,23:55:00
326,2023-01-10,14:06:00
327,2023-01-10,21:00:00
328,2023-01-10,21:55:00
329,2023-01-10,19:04:00
330,2023-01-10,16:21:00
331,2023-01-10,21:41:00
332,2023-01-10,13:54:00
333,2023-01-10,21:20:00
334,2023-01-10,21:55:00
335,2023-01-11,07:15:00
336,2023-01-11,20:14:00
337,2023-01-11,21:06:00
338,2023-01-11,18:28:00
339,2023-01-11,13:57:00
340,2023-01-11,09:50:00
341,2023-01-11,13:23:00
342,2023-01-11,15:33:00
343,2023-01-11,17:50:00
344,2023-01-11,12:05:00
345,2023-01-11,21:39:00
346,2023-01-11,21:58:00
347,2023-01-11,19:29:00
348,2023-01-11,21:16:00
349,2023-01-11,21:57:00
350,2023-01-11,12:04:00
351,2023-01-11,16:37:00
352,2023-01-11,14:44:00
353,2023-01-11,13:12:00
354,2023-01-11,23:06:00
355,2023-01-11,13:36:00
356,2023-01-11,13:01:00
357,2023-01-11,23:17:00
358,2023-01-11,07:58:00
359,2023-01-11,21:53:00
360,2023-01-11,20:49:00
361,2023-01-11,20:14:00
362,2023-01-11,20:43:00
363,2023-01-11,19:40:00
364,2023-01-11,11:19:00
365,2023-01-11,18:37:00
366,2023-01-11,12:05:00
367,2023-01-11,20:47:00
368,2023-01-11,15:08:00
369,2023-01-11,20:33:00
370,2023-01-12,19:16:00
371,2023-01-12,21:51:00
372,2023-01-12,13:51:00
373,2023-01-12,11:09:00
374,2023-01-12,19:55:00
375,2023-01-12,21:54:00
376,2023-01-12,20:05:00
377,2023-01-12,18:16:00
378,2023-01-12,21:23:00
379,2023-01-12,20:37:00
380,2023-01-12,13:06:00
381,2023-01-12,21:01:00
382,2023-01-12,20:58:00
383,2023-01-12,18:40:00
384,2023-01-12,20:41:00
385,2023-01-12,15:02:00
386,2023-01-12,20:31:00
387,2023-01-12,12:56:00
388,2023-01-12,21:29:00
389,2023-01-12,14:37:00
390,2023-01-12,19:56:00
391,2023-01-12,15:53:00
392,2023-01-12,16:17:00
393,2023-01-12,09:13:00
394,2023-01-12,15:54:00
395,2023-01-12,13:34:00
396,2023-01-12,20:03:00
397,2023-01-12,12:07:00
398,2023-01-12,21:05:00
399,2023-01-12,18:03:00
400,2023-01-12,19:08:00
401,2023-01-12,19:04:00
402,2023-01-12,19:37:00
403,2023-01-12,12:21:00
404,2023-01-13,18:17:00
405,2023-01-13,19:08:00
406,2023-01-13,19:07:00
407,2023-01-13,18:08:00
408,2023-01-13,08:37:00
409,2023-01-13,12:16:00
410,2023-01-13,14:33:00
411,2023-01-13,11:30:00
412,2023-01-13,16:32:00
413,2023-01-13,21:32:00
414,2023-01-13,11:46:00
415,2023-01-13,20:29:00
416,2023-01-13,18:03:00
417,2023-01-13,23:27:00
418,2023-01-13,21:45:00
419,2023-01-13,18:57:00
420,2023-01-13,12:04:00
421,2023-01-13,13:24:00
422,2023-01-13,23:29:00
423,2023-01-13,21:06:00
424,2023-01-13,18:54:00
425,2023-01-13,19:27:00
426,2023-01-13,15:26:00
427,2023-01-13,14:25:00
428,2023-01-13,15:20:00
429,2023-01-13,17:16:00
430,2023-01-13,12:43:00
431,2023-01-13,18:05:00
432,2023-01-13,18:27:00
433,2023-01-13,13:51:00
434,2023-01-13,11:37:00
435,2023-01-13,23:42:00
436,2023-01-13,13:55:00
437,2023-01-13,21:55:00
438,2023-01-14,23:22:00
439,2023-01-14,12:09:00
440,2023-01-14,19:54:00
441,2023-01-14,13:07:00
442,2023-01-14,19:51:00
443,2023-01-14,17:49:00
444,2023-01-14,18:38:00
445,2023-01-14,20:01:00
446,2023-01-14,13:58:00
447,2023-01-14,11:11:00
448,2023-01-14,21:04:00
449,2023-01-14,11:05:00
450,2023-01-14,19:24:00
451,2023-01-14,16:10:00
452,2023-01-14,13:49:00
453,2023-01-14,18:56:00
454,2023-01-14,12:48:00
455,2023-01-14,18:17:00
456,2023-01-14,16:31:00
457,2023-01-14,21:17:00
458,2023-01-14,11:22:00
459,2023-01-14,16:43:00
460,2023-01-14,21:33:00
461,2023-01-14,18:14:00
462,2023-01-14,11:00:00
463,2023-01-14,12:49:00
464,2023-01-14,13:18:00
465,2023-01-14,11:31:00
466,2023-01-14,19:08:00
467,2023-01-14,12:32:00
468,2023-01-14,20:04:00
469,2023-01-15,18:27:00
470,2023-01-15,07:55:00
471,2023-01-15,14:36:00
472,2023-01-15,17:26:00
473,2023-01-15,14:01:00
474,2023-01-15,22:51:00
475,2023-01-15,21:53:00
476,2023-01-15,20:05:00
477,2023-01-15,15:15:00
478,2023-01-15,16:33:00
479,2023-01-15,13:47:00
480,2023-01-15,13:49:00
481,2023-01-15,11:33:00
482,2023-01-15,20:22:00
483,2023-01-15,19:15:00
484,2023-01-15,13:12:00
485,2023-01-15,12:48:00
486,2023-01-15,18:11:00
487,2023-01-15,23:29:00
488,2023-01-15,21:43:00
489,2023-01-15,20:55:00
490,2023-01-15,23:09:00
491,2023-01-15,16:28:00
492,2023-01-15,20:37:00
493,2023-01-15,11:19:00
494,2023-01-15,15:03:00
495,2023-01-15,13:04:00
496,2023-01-15,18:39:00
497,2023-01-15,21:29:00
498,2023-01-15,18:28:00
499,2023-01-15,19:20:00
500,2023-01-15,19:03:00
501,2023-01-15,16:45:00
502,2023-01-15,12:02:00
503,2023-01-15,14:28:00
504,2023-01-15,19:23:00
505,2023-01-15,13:24:00
506,2023-01-15,16:43:00
507,2023-01-15,20:04:00
508,2023-01-15,14:18:00
509,2023-01-15,12:21:00
510,2023-01-15,12:58:00
511,2023-01-16,14:08:00
512,2023-01-16,18:19:00
513,2023-01-16,20:52:00
514,2023-01-16,11:41:00
515,2023-01-16,20:01:00
516,2023-01-16,12:13:00
517,2023-01-16,14:12:00
518,2023-01-16,12:09:00
519,2023-01-16,11:32:00
520,2023-01-16,18:42:00
521,2023-01-16,12:38:00
522,2023-01-16,12:11:00
523,2023-01-16,19:46:00
524,2023-01-16,16:23:00
525,2023-01-16,19:28:00
526,2023-01-16,21:14:00
527,2023-01-16,20:51:00
528,2023-01-16,19:23:00
529,2023-01-16,21:29:00
530,2023-01-16,21:32:00
531,2023-01-16,19:52:00
532,2023-01-16,12:55:00
533,2023-01-16,14:55:00
534,2023-01-16,11:45:00
535,2023-01-16,18:18:00
536,2023-01-16,12:17:00
537,2023-01-16,17:09:00
538,2023-01-16,18:58:00
539,2023-01-16,14:56:00
540,2023-01-17,21:03:00
541,2023-01-17,13:15:00
542,2023-01-17,11:23:00
543,2023-01-17,13:59:00
544,2023-01-17,13:50:00
545,2023-01-17,11:18:00
546,2023-01-17,21:44:00
547,2023-01-17,21:28:00
548,2023-01-17,18:01:00
549,2023-01-17,12:35:00
550,2023-01-17,21:07:00
551,2023-01-17,19:19:00
552,2023-01-17,12:26:00
553,2023-01-17,21:04:00
554,2023-01-17,14:38:00
555,2023-01-17,19:45:00
556,2023-01-17,14:00:00
557,2023-01-17,19:36:00
558,2023-01-17,17:42:00
559,2023-01-17,13:04:00
560,2023-01-17,22:24:00
561,2023-01-17,18:40:00
562,2023-01-17,13:16:00
563,2023-01-17,20:50:00
564,2023-01-17,12:46:00
565,2023-01-17,18:49:00
566,2023-01-17,20:08:00
567,2023-01-17,09:52:00
568,2023-01-17,21:44:00
569,2023-01-18,19:04:00
570,2023-01-18,21:02:00
571,2023-01-18,11:50:00
572,2023-01-18,11:20:00
573,2023-01-18,21:52:00
574,2023-01-18,20:02:00
575,2023-01-18,19:18:00
576,2023-01-18,11:55:00
577,2023-01-18,20:07:00
578,2023-01-18,21:56:00
579,2023-01-18,16:57:00
580,2023-01-18,23:11:00
581,2023-01-18,16:23:00
582,2023-01-18,20:51:00
583,2023-01-18,14:05:00
584,2023-01-18,15:34:00
585,2023-01-18,11:05:00
586,2023-01-18,13:19:00
587,2023-01-18,17:27:00
588,2023-01-18,14:22:00
589,2023-01-18,17:55:00
590,2023-01-18,21:17:00
591,2023-01-18,18:04:00
592,2023-01-18,21:23:00
593,2023-01-18,19:01:00
594,2023-01-18,14:02:00
595,2023-01-18,12:49:00
596,2023-01-18,20:24:00
597,2023-01-18,18:38:00
598,2023-01-18,14:23:00
599,2023-01-18,11:36:00
600,2023-01-18,13:25:00
601,2023-01-18,13:15:00
602,2023-01-19,08:31:00
603,2023-01-19,18:16:00
604,2023-01-19,21:13:00
605,2023-01-19,23:44:00
606,2023-01-19,21:12:00
607,2023-01-19,11:28:00
608,2023-01-19,14:05:00
609,2023-01-19,20:42:00
610,2023-01-19,11:35:00
611,2023-01-19,20:54:00
612,2023-01-19,12:50:00
613,2023-01-19,12:07:00
614,2023-01-19,22:15:00
615,2023-01-19,18:23:00
616,2023-01-19,20:29:00
617,2023-01-19,19:39:00
618,2023-01-19,18:19:00
619,2023-01-19,14:33:00
620,2023-01-19,16:52:00
621,2023-01-19,19:20:00
622,2023-01-19,21:29:00
623,2023-01-20,12:49:00
624,2023-01-20,23:32:00
625,2023-01-20,18:53:00
626,2023-01-20,12:19:00
627,2023-01-20,13:59:00
628,2023-01-20,20:33:00
629,2023-01-20,18:16:00
630,2023-01-20,13:08:00
631,2023-01-20,18:32:00
632,2023-01-20,19:10:00
633,2023-01-20,20:53:00
634,2023-01-20,18:52:00
635,2023-01-20,18:02:00
636,2023-01-20,20:41:00
637,2023-01-20,14:39:00
638,2023-01-20,21:56:00
639,2023-01-20,20:41:00
640,2023-01-20,23:15:00
641,2023-01-20,21:19:00
642,2023-01-20,17:03:00
643,2023-01-20,14:30:00
644,2023-01-20,16:38:00
645,2023-01-20,13:46:00
646,2023-01-20,23:25:00
647,2023-01-20,13:32:00
648,2023-01-20,20:15:00
649,2023-01-20,16:28:00
650,2023-01-20,11:03:00
651,2023-01-20,14:55:00
652,2023-01-20,19:55:00
653,2023-01-20,20:59:00
654,2023-01-20,20:12:00
655,2023-01-20,21:32:00
656,2023-01-20,16:31:00
657,2023-01-20,10:32:00
658,2023-01-20,15:13:00
659,2023-01-20,18:03:00
660,2023-01-20,14:18:00
661,2023-01-20,18:27:00
662,2023-01-20,13:46:00
663,2023-01-20,14:23:00
664,2023-01-20,07:36:00
665,2023-01-20,20:35:00
666,2023-01-20,14:32:00
667,2023-01-20,17:17:00
668,2023-01-20,18:08:00
669,2023-01-21,13:35:00
670,2023-01-21,19:12:00
671,2023-01-21,21:32:00
672,2023-01-21,07:08:00
673,2023-01-21,21:33:00
674,2023-01-21,17:57:00
675,2023-01-21,20:59:00
676,2023-01-21,19:25:00
677,2023-01-21,23:37:00
678,2023-01-21,14:45:00
679,2023-01-21,21:52:00
680,2023-01-21,09:43:00
681,2023-01-21,14:37:00
682,2023-01-21,11:38:00
683,2023-01-21,17:50:00
684,2023-01-21,22:46:00
685,2023-01-21,14:10:00
686,2023-01-21,21:09:00
687,2023-01-21,19:02:00
688,2023-01-21,18:12:00
689,2023-01-21,09:26:00
690,2023-01-21,12:26:00
691,2023-01-21,21:55:00
692,2023-01-21,18:45:00
693,2023-01-21,12:35:00
694,2023-01-21,14:33:00
695,2023-01-21,12:29:00
696,2023-01-21,20:34:00
697,2023-01-21,13:39:00
698,2023-01-21,15:17:00
699,2023-01-21,19:19:00
700,2023-01-21,19:44:00
701,2023-01-21,20:30:00
702,2023-01-22,20:18:00
703,2023-01-22,14:57:00
704,2023-01-22,23:49:00
705,2023-01-22,20:02:00
706,2023-01-22,11:22:00
707,2023-01-22,20:47:00
708,2023-01-22,15:52:00
709,2023-01-22,20:08:00
710,2023-01-22,12:15:00
711,2023-01-22,12:40:00
712,2023-01-22,11:26:00
713,2023-01-22,14:06:00
714,2023-01-22,19:00:00
715,2023-01-22,22:26:00
716,2023-01-22,21:30:00
717,2023-01-22,20:20:00
718,2023-01-22,11:58:00
719,2023-01-22,19:34:00
720,2023-01-22,18:58:00
721,2023-01-22,21:56:00
722,2023-01-22,18:53:00
723,2023-01-22,14:11:00
724,2023-01-22,20:56:00
725,2023-01-22,09:36:00
726,2023-01-22,20:18:00
727,2023-01-22,17:34:00
728,2023-01-22,19:54:00
729,2023-01-22,20:12:00
730,2023-01-22,20:10:00
731,2023-01-22,20:45:00
732,2023-01-22,13:50:00
733,2023-01-22,12:11:00
734,2023-01-22,21:52:00
735,2023-01-22,16:05:00
736,2023-01-22,15:11:00
737,2023-01-22,23:20:00
738,2023-01-22,18:16:00
739,2023-01-22,14:48:00
740,2023-01-22,13:19:00
741,2023-01-22,18:16:00
742,2023-01-22,19:03:00
743,2023-01-23,15:25:00
744,2023-01-23,20:44:00
745,2023-01-23,13:23:00
746,2023-01-23,19:08:00
747,2023-01-23,16:47:00
748,2023-01-23,23:26:00
749,2023-01-23,21:48:00
750,2023-01-23,19:48:00
751,2023-01-23,11:33:00
752,2023-01-23,17:23:00
753,2023-01-23,11:03:00
754,2023-01-23,19:36:00
755,2023-01-23,19:20:00
756,2023-01-23,21:07:00
757,2023-01-23,21:05:00
758,2023-01-23,21:51:00
759,2023-01-23,12:32:00
760,2023-01-23,17:03:00
761,2023-01-23,20:46:00
762,2023-01-23,09:52:00
763,2023-01-23,08:37:00
764,2023-01-24,09:44:00
765,2023-01-24,11:59:00
766,2023-01-24,21:02:00
767,2023-01-24,12:49:00
768,2023-01-24,14:23:00
769,2023-01-24,23:28:00
770,2023-01-24,21:24:00
771,2023-01-24,12:41:00
772,2023-01-24,18:11:00
773,2023-01-24,23:33:00
774,2023-01-24,12:53:00
775,2023-01-24,07:19:00
776,2023-01-24,17:34:00
777,2023-01-24,16:52:00
778,2023-01-24,14:22:00
779,2023-01-24,12:59:00
780,2023-01-24,18:02:00
781,2023-01-24,21:39:00
782,2023-01-24,18:15:00
783,2023-01-24,11:38:00
784,2023-01-25,17:45:00
785,2023-01-25,19:47:00
786,2023-01-25,10:14:00
787,2023-01-25,18:08:00
788,2023-01-25,20:14:00
789,2023-01-25,20:36:00
790,2023-01-25,20:15:00
791,2023-01-25,12:42:00
792,2023-01-25,21:19:00
793,2023-01-25,12:40:00
794,2023-01-25,21:03:00
795,2023-01-25,23:50:00
796,2023-01-25,21:26:00
797,2023-01-25,14:11:00
798,2023-01-25,21:15:00
799,2023-01-25,20:54:00
800,2023-01-25,21:58:00
801,2023-01-25,14:26:00
802,2023-01-25,19:24:00
803,2023-01-26,13:41:00
804,2023-01-26,14:54:00
805,2023-01-26,12:03:00
806,2023-01-26,11:55:00
807,2023-01-26,12:30:00
808,2023-01-26,13:19:00
809,2023-01-26,22:13:00
810,2023-01-26,18:47:00
811,2023-01-26,23:58:00
812,2023-01-26,12:25:00
813,2023-01-26,20:49:00
814,2023-01-26,14:34:00
815,2023-01-26,20:16:00
816,2023-01-26,14:29:00
817,2023-01-26,14:48:00
818,2023-01-26,19:23:00
819,2023-01-26,11:36:00
820,2023-01-26,19:01:00
821,2023-01-26,14:18:00
822,2023-01-26,13:14:00
823,2023-01-26,12:31:00
824,2023-01-26,20:16:00
825,2023-01-26,21:46:00
826,2023-01-26,21:29:00
827,2023-01-26,13:10:00
828,2023-01-27,21:11:00
829,2023-01-27,18:33:00
830,2023-01-27,07:52:00
831,2023-01-27,18:26:00
832,2023-01-27,12:04:00
833,2023-01-27,18:13:00
834,2023-01-27,20:03:00
835,2023-01-27,21:42:00
836,2023-01-27,15:34:00
837,2023-01-27,18:01:00
838,2023-01-27,20:34:00
839,2023-01-27,22:32:00
840,2023-01-27,21:51:00
841,2023-01-27,19:06:00
842,2023-01-27,19:15:00
843,2023-01-27,13:52:00
844,2023-01-27,14:05:00
845,2023-01-27,14:29:00
846,2023-01-27,19:19:00
847,2023-01-27,18:41:00
848,2023-01-27,22:05:00
849,2023-01-27,16:35:00
850,2023-01-27,17:00:00
851,2023-01-27,18:31:00
852,2023-01-27,20:36:00
853,2023-01-27,22:57:00
854,2023-01-27,18:14:00
855,2023-01-27,14:17:00
856,2023-01-27,07:43:00
857,2023-01-27,18:11:00
858,2023-01-27,20:01:00
859,2023-01-27,22:48:00
860,2023-01-27,21:59:00
861,2023-01-27,12:36:00
862,2023-01-28,21:43:00
863,2023-01-28,20:24:00
864,2023-01-28,19:50:00
865,2023-01-28,22:32:00
866,2023-01-28,20:03:00
867,2023-01-28,12:53:00
868,2023-01-28,14:49:00
869,2023-01-28,13:50:00
870,2023-01-28,23:14:00
871,2023-01-28,14:27:00
872,2023-01-28,14:05:00
873,2023-01-28,20:51:00
874,2023-01-28,11:05:00
875,2023-01-28,14:45:00
876,2023-01-28,19:47:00
877,2023-01-28,13:06:00
878,2023-01-28,13:28:00
879,2023-01-28,13:06:00
880,2023-01-28,12:27:00
881,2023-01-28,17:32:00
882,2023-01-28,15:05:00
883,2023-01-28,11:38:00
884,2023-01-28,20:55:00
885,2023-01-28,13:26:00
886,2023-01-28,11:46:00
887,2023-01-28,19:36:00
888,2023-01-28,21:10:00
889,2023-01-28,13:17:00
890,2023-01-28,15:10:00
891,2023-01-28,16:19:00
892,2023-01-28,15:23:00
893,2023-01-28,12:46:00
894,2023-01-28,19:29:00
895,2023-01-28,13:00:00
896,2023-01-28,20:53:00
897,2023-01-28,20:28:00
898,2023-01-28,12:19:00
899,2023-01-29,19:30:00
900,2023-01-29,14:20:00
901,2023-01-29,14:36:00
902,2023-01-29,20:24:00
903,2023-01-29,14:23:00
904,2023-01-29,12:37:00
905,2023-01-29,22:43:00
906,2023-01-29,18:46:00
907,2023-01-29,17:13:00
908,2023-01-29,16:53:00
909,2023-01-29,21:43:00
910,2023-01-29,17:19:00
911,2023-01-29,12:45:00
912,2023-01-29,16:04:00
913,2023-01-29,17:30:00
914,2023-01-29,21:34:00
915,2023-01-29,09:44:00
916,2023-01-29,18:06:00
917,2023-01-29,20:10:00
918,2023-01-29,18:36:00
919,2023-01-29,23:48:00
920,2023-01-29,14:06:00
921,2023-01-29,09:14:00
922,2023-01-29,19:28:00
923,2023-01-29,14:49:00
924,2023-01-29,19:22:00
925,2023-01-29,23:06:00
926,2023-01-29,11:07:00
927,2023-01-29,19:22:00
928,2023-01-29,14:50:00
929,2023-01-29,14:22:00
930,2023-01-29,16:46:00
931,2023-01-29,20:04:00
